gene_id	term_id	DB
ENSG00000130635	R-HSA-162582	Reactome
ENSG00000130635	GO:0048592	GO
ENSG00000130635	path:hsa04974	KEGG
ENSG00000130635	R-HSA-1474244	Reactome
ENSG00000130635	R-HSA-8875878	Reactome
ENSG00000130635	R-HSA-2022090	Reactome
ENSG00000130635	R-HSA-9006934	Reactome
ENSG00000130635	GO:0045112	GO
ENSG00000130635	GO:0035313	GO
ENSG00000130635	GO:0043588	GO
ENSG00000130635	R-HSA-419037	Reactome
ENSG00000130635	R-HSA-8948216	Reactome
ENSG00000130635	R-HSA-1266738	Reactome
ENSG00000130635	R-HSA-375165	Reactome
ENSG00000130635	GO:0032964	GO
ENSG00000130635	GO:1903225	GO
ENSG00000130635	GO:0016477	GO
ENSG00000130635	R-HSA-6806834	Reactome
ENSG00000130635	R-HSA-3000178	Reactome
ENSG00000130635	R-HSA-1650814	Reactome
ENSG00000130635	GO:0030199	GO
ENSG00000105695	R-HSA-73887	Reactome
ENSG00000105695	R-HSA-109582	Reactome
ENSG00000105695	GO:0043524	GO
ENSG00000105695	GO:0030517	GO
ENSG00000105695	R-HSA-210991	Reactome
ENSG00000105695	R-HSA-9619665	Reactome
ENSG00000105695	R-HSA-9675108	Reactome
ENSG00000105695	R-HSA-1266738	Reactome
ENSG00000105695	GO:0021762	GO
ENSG00000105695	R-HSA-162582	Reactome
ENSG00000105695	GO:0010977	GO
ENSG00000105695	path:hsa04514	KEGG
ENSG00000105695	R-HSA-193697	Reactome
ENSG00000105695	R-HSA-193634	Reactome
ENSG00000105695	R-HSA-193704	Reactome
ENSG00000105695	GO:0007155	GO
ENSG00000105695	GO:0098742	GO
ENSG00000105695	R-HSA-202733	Reactome
ENSG00000183091	GO:0030832	GO
ENSG00000183091	R-HSA-390522	Reactome
ENSG00000183091	GO:0071691	GO
ENSG00000183091	GO:0007517	GO
ENSG00000183091	R-HSA-397014	Reactome
ENSG00000183091	GO:0007525	GO
ENSG00000143631	R-HSA-6805567	Reactome
ENSG00000143631	GO:0061436	GO
ENSG00000143631	R-HSA-1266738	Reactome
ENSG00000143631	R-HSA-6809371	Reactome
ENSG00000143631	GO:0018149	GO
ENSG00000143631	GO:0030216	GO
ENSG00000038002	R-HSA-168256	Reactome
ENSG00000038002	path:hsa04142	KEGG
ENSG00000038002	R-HSA-168249	Reactome
ENSG00000038002	R-HSA-6798695	Reactome
ENSG00000038002	path:hsa00511	KEGG
ENSG00000038002	GO:0006517	GO
ENSG00000145715	R-HSA-186797	Reactome
ENSG00000145715	GO:0043066	GO
ENSG00000145715	GO:0008360	GO
ENSG00000145715	R-HSA-186763	Reactome
ENSG00000145715	GO:0048514	GO
ENSG00000145715	GO:0043524	GO
ENSG00000145715	R-HSA-9006927	Reactome
ENSG00000145715	R-HSA-9675108	Reactome
ENSG00000145715	GO:0007165	GO
ENSG00000145715	R-HSA-422475	Reactome
ENSG00000145715	R-HSA-8848021	Reactome
ENSG00000145715	GO:0001570	GO
ENSG00000145715	R-HSA-2682334	Reactome
ENSG00000145715	R-HSA-5673001	Reactome
ENSG00000145715	R-HSA-3928662	Reactome
ENSG00000145715	R-HSA-5658442	Reactome
ENSG00000145715	R-HSA-5218921	Reactome
ENSG00000145715	GO:0048013	GO
ENSG00000145715	GO:0035556	GO
ENSG00000145715	R-HSA-162582	Reactome
ENSG00000145715	GO:0000281	GO
ENSG00000145715	R-HSA-9006934	Reactome
ENSG00000145715	path:hsa04014	KEGG
ENSG00000145715	GO:0007162	GO
ENSG00000145715	GO:0030833	GO
ENSG00000145715	R-HSA-5683057	Reactome
ENSG00000145715	R-HSA-1266738	Reactome
ENSG00000145715	R-HSA-8849471	Reactome
ENSG00000145715	R-HSA-4420097	Reactome
ENSG00000145715	GO:0051252	GO
ENSG00000145715	R-HSA-5684996	Reactome
ENSG00000145715	R-HSA-194138	Reactome
ENSG00000145715	path:hsa04010	KEGG
ENSG00000145715	GO:0001953	GO
ENSG00000145715	path:hsa04360	KEGG
ENSG00000116703	GO:0007602	GO
ENSG00000116703	GO:0007186	GO
ENSG00000159335	GO:0043066	GO
ENSG00000159335	GO:0006260	GO
ENSG00000159335	GO:0045944	GO
ENSG00000198821	R-HSA-168256	Reactome
ENSG00000198821	GO:0046631	GO
ENSG00000198821	R-HSA-2029481	Reactome
ENSG00000198821	R-HSA-9664323	Reactome
ENSG00000198821	R-HSA-202424	Reactome
ENSG00000198821	R-HSA-162909	Reactome
ENSG00000198821	R-HSA-2029485	Reactome
ENSG00000198821	GO:0050852	GO
ENSG00000198821	R-HSA-9658195	Reactome
ENSG00000198821	R-HSA-2029480	Reactome
ENSG00000198821	GO:0051259	GO
ENSG00000198821	GO:0002250	GO
ENSG00000198821	R-HSA-198933	Reactome
ENSG00000198821	R-HSA-1280218	Reactome
ENSG00000198821	R-HSA-389948	Reactome
ENSG00000198821	R-HSA-9664422	Reactome
ENSG00000198821	GO:0007166	GO
ENSG00000198821	path:hsa04658	KEGG
ENSG00000198821	R-HSA-2029482	Reactome
ENSG00000198821	R-HSA-9664417	Reactome
ENSG00000198821	GO:0046629	GO
ENSG00000198821	R-HSA-1643685	Reactome
ENSG00000198821	R-HSA-9662851	Reactome
ENSG00000198821	R-HSA-388841	Reactome
ENSG00000198821	R-HSA-9664433	Reactome
ENSG00000198821	R-HSA-202433	Reactome
ENSG00000198821	path:hsa04650	KEGG
ENSG00000198821	path:hsa04659	KEGG
ENSG00000198821	R-HSA-202427	Reactome
ENSG00000198821	GO:0065003	GO
ENSG00000198821	R-HSA-162906	Reactome
ENSG00000198821	GO:0038094	GO
ENSG00000198821	R-HSA-168249	Reactome
ENSG00000198821	R-HSA-164944	Reactome
ENSG00000198821	path:hsa05142	KEGG
ENSG00000198821	R-HSA-164952	Reactome
ENSG00000198821	R-HSA-202403	Reactome
ENSG00000198821	R-HSA-202430	Reactome
ENSG00000198821	path:hsa05169	KEGG
ENSG00000198821	R-HSA-5663205	Reactome
ENSG00000198821	R-HSA-9664407	Reactome
ENSG00000198821	path:hsa05235	KEGG
ENSG00000198821	path:hsa04660	KEGG
ENSG00000198821	path:hsa05170	KEGG
ENSG00000248333	R-HSA-69278	Reactome
ENSG00000248333	R-HSA-69275	Reactome
ENSG00000248333	R-HSA-380270	Reactome
ENSG00000248333	GO:0050684	GO
ENSG00000248333	R-HSA-1640170	Reactome
ENSG00000248333	GO:0006915	GO
ENSG00000248333	GO:0001558	GO
ENSG00000248333	GO:0051726	GO
ENSG00000248333	R-HSA-453274	Reactome
ENSG00000248333	GO:0043484	GO
ENSG00000248333	GO:0006468	GO
ENSG00000248333	GO:0006355	GO
ENSG00000248333	R-HSA-380287	Reactome
ENSG00000248333	GO:0042981	GO
ENSG00000248333	GO:0000278	GO
ENSG00000248333	GO:0046605	GO
ENSG00000111405	GO:0016441	GO
ENSG00000111405	GO:0007565	GO
ENSG00000111405	GO:0050995	GO
ENSG00000111405	GO:0006508	GO
ENSG00000172005	GO:0042552	GO
ENSG00000172005	GO:0006915	GO
ENSG00000172005	GO:0030154	GO
ENSG00000172005	GO:0007417	GO
ENSG00000172005	GO:0098737	GO
ENSG00000172005	GO:0045176	GO
ENSG00000172005	GO:0001766	GO
ENSG00000171124	R-HSA-71387	Reactome
ENSG00000171124	R-HSA-9033658	Reactome
ENSG00000171124	R-HSA-975576	Reactome
ENSG00000171124	R-HSA-9037629	Reactome
ENSG00000171124	path:hsa01100	KEGG
ENSG00000171124	GO:0030334	GO
ENSG00000171124	R-HSA-1430728	Reactome
ENSG00000171124	GO:0042127	GO
ENSG00000171124	path:hsa00601	KEGG
ENSG00000171124	GO:0009311	GO
ENSG00000171124	GO:0006487	GO
ENSG00000171124	GO:0006672	GO
ENSG00000171124	GO:0022409	GO
ENSG00000171124	R-HSA-597592	Reactome
ENSG00000171124	R-HSA-975578	Reactome
ENSG00000171124	GO:0043413	GO
ENSG00000171124	R-HSA-392499	Reactome
ENSG00000171124	R-HSA-446203	Reactome
ENSG00000171124	GO:0009988	GO
ENSG00000171124	GO:0006493	GO
ENSG00000171124	R-HSA-948021	Reactome
ENSG00000171124	GO:0009312	GO
ENSG00000171124	GO:0036065	GO
ENSG00000105894	GO:0031104	GO
ENSG00000105894	GO:0044849	GO
ENSG00000105894	GO:0007406	GO
ENSG00000105894	GO:0007613	GO
ENSG00000105894	GO:0046697	GO
ENSG00000105894	GO:1900272	GO
ENSG00000105894	GO:0045778	GO
ENSG00000105894	GO:2000036	GO
ENSG00000105894	GO:0048167	GO
ENSG00000105894	GO:0140059	GO
ENSG00000105894	GO:0008284	GO
ENSG00000105894	GO:0007185	GO
ENSG00000105894	GO:0010594	GO
ENSG00000105894	GO:0007612	GO
ENSG00000105894	R-HSA-162582	Reactome
ENSG00000105894	GO:2000347	GO
ENSG00000105894	GO:0010976	GO
ENSG00000105894	GO:0043113	GO
ENSG00000105894	R-HSA-9006934	Reactome
ENSG00000105894	GO:0007399	GO
ENSG00000105894	GO:0007229	GO
ENSG00000105894	GO:0043932	GO
ENSG00000105894	GO:1903706	GO
ENSG00000105894	GO:0002232	GO
ENSG00000105894	GO:0048477	GO
ENSG00000105894	GO:0010996	GO
ENSG00000105894	GO:1900006	GO
ENSG00000105894	R-HSA-201556	Reactome
ENSG00000105894	GO:0030501	GO
ENSG00000105894	GO:0031641	GO
ENSG00000105894	GO:0002690	GO
ENSG00000105894	GO:0048714	GO
ENSG00000105894	GO:2000738	GO
ENSG00000105894	GO:0048680	GO
ENSG00000105894	GO:0042246	GO
ENSG00000134202	GO:0042178	GO
ENSG00000134202	path:hsa05208	KEGG
ENSG00000134202	R-HSA-156580	Reactome
ENSG00000134202	path:hsa05204	KEGG
ENSG00000134202	GO:0043627	GO
ENSG00000134202	path:hsa01100	KEGG
ENSG00000134202	GO:0006749	GO
ENSG00000134202	path:hsa00480	KEGG
ENSG00000134202	path:hsa05207	KEGG
ENSG00000134202	R-HSA-1430728	Reactome
ENSG00000134202	R-HSA-156590	Reactome
ENSG00000134202	GO:0008065	GO
ENSG00000134202	path:hsa05225	KEGG
ENSG00000134202	path:hsa05200	KEGG
ENSG00000134202	path:hsa00982	KEGG
ENSG00000134202	path:hsa00983	KEGG
ENSG00000134202	GO:0070458	GO
ENSG00000134202	GO:0018916	GO
ENSG00000134202	path:hsa00980	KEGG
ENSG00000134202	path:hsa01524	KEGG
ENSG00000134202	path:hsa05418	KEGG
ENSG00000134202	R-HSA-211859	Reactome
ENSG00000147416	GO:1902600	GO
ENSG00000147416	R-HSA-168256	Reactome
ENSG00000147416	R-HSA-917977	Reactome
ENSG00000147416	R-HSA-382551	Reactome
ENSG00000147416	path:hsa05110	KEGG
ENSG00000147416	R-HSA-9639288	Reactome
ENSG00000147416	R-HSA-8953897	Reactome
ENSG00000147416	path:hsa04966	KEGG
ENSG00000147416	path:hsa01100	KEGG
ENSG00000147416	R-HSA-74752	Reactome
ENSG00000147416	path:hsa00190	KEGG
ENSG00000147416	R-HSA-1222556	Reactome
ENSG00000147416	R-HSA-983712	Reactome
ENSG00000147416	R-HSA-162582	Reactome
ENSG00000147416	R-HSA-9711097	Reactome
ENSG00000147416	R-HSA-77387	Reactome
ENSG00000147416	path:hsa04150	KEGG
ENSG00000147416	R-HSA-9006934	Reactome
ENSG00000147416	path:hsa05165	KEGG
ENSG00000147416	R-HSA-2262752	Reactome
ENSG00000147416	R-HSA-917937	Reactome
ENSG00000147416	GO:0016241	GO
ENSG00000147416	path:hsa05120	KEGG
ENSG00000147416	path:hsa04145	KEGG
ENSG00000147416	path:hsa04721	KEGG
ENSG00000147416	path:hsa05323	KEGG
ENSG00000147416	R-HSA-168249	Reactome
ENSG00000147416	GO:0007035	GO
ENSG00000155097	GO:1902600	GO
ENSG00000155097	R-HSA-168256	Reactome
ENSG00000155097	R-HSA-917977	Reactome
ENSG00000155097	R-HSA-382551	Reactome
ENSG00000155097	path:hsa05110	KEGG
ENSG00000155097	R-HSA-9639288	Reactome
ENSG00000155097	R-HSA-8953897	Reactome
ENSG00000155097	path:hsa04966	KEGG
ENSG00000155097	path:hsa01100	KEGG
ENSG00000155097	R-HSA-74752	Reactome
ENSG00000155097	path:hsa00190	KEGG
ENSG00000155097	R-HSA-1222556	Reactome
ENSG00000155097	R-HSA-983712	Reactome
ENSG00000155097	R-HSA-162582	Reactome
ENSG00000155097	R-HSA-9711097	Reactome
ENSG00000155097	R-HSA-77387	Reactome
ENSG00000155097	path:hsa04150	KEGG
ENSG00000155097	R-HSA-9006934	Reactome
ENSG00000155097	path:hsa05165	KEGG
ENSG00000155097	R-HSA-2262752	Reactome
ENSG00000155097	R-HSA-917937	Reactome
ENSG00000155097	GO:0016241	GO
ENSG00000155097	path:hsa05120	KEGG
ENSG00000155097	path:hsa04145	KEGG
ENSG00000155097	path:hsa04721	KEGG
ENSG00000155097	path:hsa05323	KEGG
ENSG00000155097	R-HSA-168249	Reactome
ENSG00000159176	GO:0060537	GO
ENSG00000159176	GO:0045214	GO
ENSG00000159176	GO:0070527	GO
ENSG00000196924	R-HSA-168256	Reactome
ENSG00000196924	GO:0043066	GO
ENSG00000196924	R-HSA-195258	Reactome
ENSG00000196924	GO:0010572	GO
ENSG00000196924	GO:1901381	GO
ENSG00000196924	GO:0060271	GO
ENSG00000196924	GO:1905031	GO
ENSG00000196924	path:hsa04510	KEGG
ENSG00000196924	R-HSA-913531	Reactome
ENSG00000196924	GO:1900026	GO
ENSG00000196924	R-HSA-194315	Reactome
ENSG00000196924	R-HSA-8983711	Reactome
ENSG00000196924	GO:2001046	GO
ENSG00000196924	GO:0035855	GO
ENSG00000196924	GO:0030334	GO
ENSG00000196924	R-HSA-1169410	Reactome
ENSG00000196924	R-HSA-5627123	Reactome
ENSG00000196924	GO:0090307	GO
ENSG00000196924	GO:0090042	GO
ENSG00000196924	R-HSA-162582	Reactome
ENSG00000196924	GO:0044319	GO
ENSG00000196924	R-HSA-76002	Reactome
ENSG00000196924	path:hsa05205	KEGG
ENSG00000196924	GO:0043123	GO
ENSG00000196924	R-HSA-1280215	Reactome
ENSG00000196924	GO:0043113	GO
ENSG00000196924	GO:0051764	GO
ENSG00000196924	R-HSA-9716542	Reactome
ENSG00000196924	GO:0042307	GO
ENSG00000196924	R-HSA-446728	Reactome
ENSG00000196924	R-HSA-430116	Reactome
ENSG00000196924	GO:0007195	GO
ENSG00000196924	GO:0051209	GO
ENSG00000196924	GO:0072659	GO
ENSG00000196924	GO:0016479	GO
ENSG00000196924	R-HSA-114608	Reactome
ENSG00000196924	R-HSA-1500931	Reactome
ENSG00000196924	R-HSA-446353	Reactome
ENSG00000196924	GO:0034394	GO
ENSG00000196924	path:hsa05132	KEGG
ENSG00000196924	GO:0042177	GO
ENSG00000196924	GO:1905000	GO
ENSG00000196924	GO:0030036	GO
ENSG00000196924	GO:0007597	GO
ENSG00000196924	R-HSA-109582	Reactome
ENSG00000196924	R-HSA-76005	Reactome
ENSG00000196924	GO:0071526	GO
ENSG00000196924	GO:0050821	GO
ENSG00000196924	path:hsa04010	KEGG
ENSG00000196924	GO:0070527	GO
ENSG00000196924	GO:0043433	GO
ENSG00000196924	GO:0045184	GO
ENSG00000196712	GO:0001952	GO
ENSG00000196712	GO:0021897	GO
ENSG00000196712	GO:0043473	GO
ENSG00000196712	GO:0043409	GO
ENSG00000196712	GO:0007406	GO
ENSG00000196712	GO:0001889	GO
ENSG00000196712	GO:0008542	GO
ENSG00000196712	GO:0043535	GO
ENSG00000196712	GO:0030198	GO
ENSG00000196712	R-HSA-6802953	Reactome
ENSG00000196712	R-HSA-5673001	Reactome
ENSG00000196712	GO:0048593	GO
ENSG00000196712	GO:0001666	GO
ENSG00000196712	GO:0048853	GO
ENSG00000196712	GO:0007422	GO
ENSG00000196712	GO:0045765	GO
ENSG00000196712	GO:0043547	GO
ENSG00000196712	R-HSA-5658442	Reactome
ENSG00000196712	GO:0001937	GO
ENSG00000196712	GO:0001656	GO
ENSG00000196712	R-HSA-162582	Reactome
ENSG00000196712	path:hsa01521	KEGG
ENSG00000196712	R-HSA-5663202	Reactome
ENSG00000196712	R-HSA-6802957	Reactome
ENSG00000196712	GO:0048147	GO
ENSG00000196712	GO:0000165	GO
ENSG00000196712	GO:0001649	GO
ENSG00000196712	GO:0042060	GO
ENSG00000196712	GO:0048485	GO
ENSG00000196712	GO:0043491	GO
ENSG00000196712	GO:0007154	GO
ENSG00000196712	path:hsa04014	KEGG
ENSG00000196712	GO:0030325	GO
ENSG00000196712	R-HSA-5683057	Reactome
ENSG00000196712	GO:0022011	GO
ENSG00000196712	R-HSA-1643685	Reactome
ENSG00000196712	GO:0021987	GO
ENSG00000196712	GO:0048715	GO
ENSG00000196712	GO:0045685	GO
ENSG00000196712	GO:0021510	GO
ENSG00000196712	GO:0043525	GO
ENSG00000196712	GO:0043065	GO
ENSG00000196712	GO:0048745	GO
ENSG00000196712	GO:0014044	GO
ENSG00000196712	GO:0007265	GO
ENSG00000196712	GO:0030336	GO
ENSG00000196712	GO:0048844	GO
ENSG00000196712	GO:0007507	GO
ENSG00000196712	R-HSA-5684996	Reactome
ENSG00000196712	GO:0050890	GO
ENSG00000196712	GO:0030036	GO
ENSG00000196712	GO:0030199	GO
ENSG00000196712	GO:0045124	GO
ENSG00000196712	path:hsa04010	KEGG
ENSG00000196712	GO:0007420	GO
ENSG00000189221	R-HSA-168256	Reactome
ENSG00000189221	R-HSA-380615	Reactome
ENSG00000189221	path:hsa00340	KEGG
ENSG00000189221	path:hsa04728	KEGG
ENSG00000189221	GO:0042420	GO
ENSG00000189221	path:hsa00380	KEGG
ENSG00000189221	GO:0006576	GO
ENSG00000189221	path:hsa05030	KEGG
ENSG00000189221	R-HSA-380612	Reactome
ENSG00000189221	path:hsa01100	KEGG
ENSG00000189221	R-HSA-6785807	Reactome
ENSG00000189221	R-HSA-141333	Reactome
ENSG00000189221	path:hsa05012	KEGG
ENSG00000189221	R-HSA-211945	Reactome
ENSG00000189221	R-HSA-1430728	Reactome
ENSG00000189221	path:hsa00330	KEGG
ENSG00000189221	R-HSA-379397	Reactome
ENSG00000189221	R-HSA-112311	Reactome
ENSG00000189221	R-HSA-379398	Reactome
ENSG00000189221	path:hsa00260	KEGG
ENSG00000189221	R-HSA-1280215	Reactome
ENSG00000189221	R-HSA-379401	Reactome
ENSG00000189221	path:hsa00360	KEGG
ENSG00000189221	R-HSA-5668914	Reactome
ENSG00000189221	R-HSA-112310	Reactome
ENSG00000189221	R-HSA-1643685	Reactome
ENSG00000189221	R-HSA-5579012	Reactome
ENSG00000189221	path:hsa05031	KEGG
ENSG00000189221	path:hsa05034	KEGG
ENSG00000189221	path:hsa00982	KEGG
ENSG00000189221	R-HSA-5579029	Reactome
ENSG00000189221	R-HSA-112315	Reactome
ENSG00000189221	R-HSA-449147	Reactome
ENSG00000189221	path:hsa00350	KEGG
ENSG00000189221	R-HSA-181430	Reactome
ENSG00000189221	R-HSA-112316	Reactome
ENSG00000189221	path:hsa04726	KEGG
ENSG00000189221	R-HSA-140179	Reactome
ENSG00000189221	R-HSA-211859	Reactome
ENSG00000122729	path:hsa01230	KEGG
ENSG00000122729	R-HSA-917937	Reactome
ENSG00000122729	GO:0010040	GO
ENSG00000122729	path:hsa00020	KEGG
ENSG00000122729	R-HSA-382551	Reactome
ENSG00000122729	path:hsa00630	KEGG
ENSG00000122729	GO:0006879	GO
ENSG00000122729	GO:0006101	GO
ENSG00000122729	path:hsa01210	KEGG
ENSG00000122729	path:hsa01100	KEGG
ENSG00000122729	path:hsa01200	KEGG
ENSG00000005471	GO:1903413	GO
ENSG00000005471	R-HSA-5619084	Reactome
ENSG00000005471	path:hsa04976	KEGG
ENSG00000005471	R-HSA-382551	Reactome
ENSG00000005471	GO:0006629	GO
ENSG00000005471	GO:0032376	GO
ENSG00000005471	R-HSA-382556	Reactome
ENSG00000005471	GO:0055088	GO
ENSG00000005471	R-HSA-1430728	Reactome
ENSG00000005471	GO:0099040	GO
ENSG00000005471	R-HSA-556833	Reactome
ENSG00000005471	R-HSA-400206	Reactome
ENSG00000005471	GO:0061092	GO
ENSG00000005471	GO:0032782	GO
ENSG00000005471	GO:1901557	GO
ENSG00000005471	GO:0055085	GO
ENSG00000005471	path:hsa02010	KEGG
ENSG00000005471	R-HSA-1643685	Reactome
ENSG00000005471	R-HSA-5619115	Reactome
ENSG00000005471	R-HSA-1989781	Reactome
ENSG00000005471	GO:0045332	GO
ENSG00000005471	R-HSA-5678771	Reactome
ENSG00000005471	GO:2001140	GO
ENSG00000075073	GO:0045987	GO
ENSG00000075073	R-HSA-375276	Reactome
ENSG00000075073	R-HSA-416476	Reactome
ENSG00000075073	GO:0007217	GO
ENSG00000075073	R-HSA-372790	Reactome
ENSG00000075073	GO:1902093	GO
ENSG00000075073	path:hsa04080	KEGG
ENSG00000075073	R-HSA-373076	Reactome
ENSG00000075073	R-HSA-162582	Reactome
ENSG00000075073	GO:0006936	GO
ENSG00000075073	R-HSA-388396	Reactome
ENSG00000075073	path:hsa04020	KEGG
ENSG00000075073	R-HSA-500792	Reactome
ENSG00000075073	R-HSA-380095	Reactome
ENSG00000170989	R-HSA-168256	Reactome
ENSG00000170989	R-HSA-372790	Reactome
ENSG00000170989	GO:0030500	GO
ENSG00000170989	R-HSA-419408	Reactome
ENSG00000170989	R-HSA-6785807	Reactome
ENSG00000170989	GO:0007155	GO
ENSG00000170989	path:hsa04071	KEGG
ENSG00000170989	GO:0003376	GO
ENSG00000170989	path:hsa04080	KEGG
ENSG00000170989	R-HSA-373076	Reactome
ENSG00000170989	R-HSA-162582	Reactome
ENSG00000170989	R-HSA-1280215	Reactome
ENSG00000170989	R-HSA-9679506	Reactome
ENSG00000170989	R-HSA-1643685	Reactome
ENSG00000170989	GO:0006935	GO
ENSG00000170989	GO:0072678	GO
ENSG00000170989	GO:0007189	GO
ENSG00000170989	GO:0001955	GO
ENSG00000170989	path:hsa04068	KEGG
ENSG00000170989	GO:0016477	GO
ENSG00000170989	GO:0019222	GO
ENSG00000170989	R-HSA-449147	Reactome
ENSG00000170989	GO:0030036	GO
ENSG00000170989	GO:0001525	GO
ENSG00000170989	R-HSA-500792	Reactome
ENSG00000170989	GO:0045124	GO
ENSG00000170989	GO:0061384	GO
ENSG00000170989	R-HSA-5663205	Reactome
ENSG00000170989	R-HSA-9679191	Reactome
ENSG00000170989	GO:0007186	GO
ENSG00000170989	GO:0003245	GO
ENSG00000170989	GO:0030032	GO
ENSG00000171051	R-HSA-168256	Reactome
ENSG00000171051	R-HSA-418594	Reactome
ENSG00000171051	GO:0007188	GO
ENSG00000171051	R-HSA-372790	Reactome
ENSG00000171051	GO:0006954	GO
ENSG00000171051	R-HSA-444473	Reactome
ENSG00000171051	GO:0007165	GO
ENSG00000171051	GO:0007200	GO
ENSG00000171051	GO:0007263	GO
ENSG00000171051	R-HSA-375276	Reactome
ENSG00000171051	R-HSA-6798695	Reactome
ENSG00000171051	path:hsa04080	KEGG
ENSG00000171051	R-HSA-373076	Reactome
ENSG00000171051	R-HSA-162582	Reactome
ENSG00000171051	R-HSA-1280215	Reactome
ENSG00000171051	path:hsa04015	KEGG
ENSG00000171051	GO:0002430	GO
ENSG00000171051	path:hsa05150	KEGG
ENSG00000171051	GO:0006935	GO
ENSG00000171051	GO:0007204	GO
ENSG00000171051	R-HSA-388396	Reactome
ENSG00000171051	path:hsa04613	KEGG
ENSG00000171051	R-HSA-449147	Reactome
ENSG00000171051	R-HSA-6783783	Reactome
ENSG00000171051	R-HSA-168249	Reactome
ENSG00000171051	GO:0007186	GO
ENSG00000171051	R-HSA-500792	Reactome
ENSG00000172482	path:hsa00250	KEGG
ENSG00000172482	GO:0019265	GO
ENSG00000172482	GO:0019448	GO
ENSG00000172482	R-HSA-1430728	Reactome
ENSG00000172482	GO:0046487	GO
ENSG00000172482	path:hsa04146	KEGG
ENSG00000172482	R-HSA-389661	Reactome
ENSG00000172482	GO:0009436	GO
ENSG00000172482	R-HSA-71291	Reactome
ENSG00000172482	R-HSA-9033241	Reactome
ENSG00000172482	GO:0006563	GO
ENSG00000172482	path:hsa00630	KEGG
ENSG00000172482	path:hsa00260	KEGG
ENSG00000172482	R-HSA-9609507	Reactome
ENSG00000172482	GO:0042853	GO
ENSG00000172482	path:hsa01100	KEGG
ENSG00000172482	path:hsa01200	KEGG
ENSG00000118432	R-HSA-418594	Reactome
ENSG00000118432	GO:0019222	GO
ENSG00000118432	GO:0007188	GO
ENSG00000118432	path:hsa04015	KEGG
ENSG00000118432	R-HSA-372790	Reactome
ENSG00000118432	GO:0007187	GO
ENSG00000118432	path:hsa04714	KEGG
ENSG00000118432	path:hsa04723	KEGG
ENSG00000118432	path:hsa04080	KEGG
ENSG00000118432	GO:0007189	GO
ENSG00000118432	R-HSA-162582	Reactome
ENSG00000118432	R-HSA-373076	Reactome
ENSG00000118432	GO:0038171	GO
ENSG00000118432	R-HSA-388396	Reactome
ENSG00000118432	R-HSA-500792	Reactome
ENSG00000067715	GO:0099502	GO
ENSG00000067715	R-HSA-5339562	Reactome
ENSG00000067715	GO:0051966	GO
ENSG00000067715	GO:0007268	GO
ENSG00000067715	R-HSA-5250958	Reactome
ENSG00000067715	R-HSA-5653656	Reactome
ENSG00000067715	R-HSA-888590	Reactome
ENSG00000067715	GO:2000300	GO
ENSG00000067715	GO:1903235	GO
ENSG00000067715	R-HSA-181429	Reactome
ENSG00000067715	GO:0098746	GO
ENSG00000067715	GO:0050806	GO
ENSG00000067715	GO:0016050	GO
ENSG00000067715	GO:0017157	GO
ENSG00000067715	R-HSA-199991	Reactome
ENSG00000067715	R-HSA-264642	Reactome
ENSG00000067715	GO:0005513	GO
ENSG00000067715	R-HSA-212676	Reactome
ENSG00000067715	R-HSA-112310	Reactome
ENSG00000067715	GO:0071277	GO
ENSG00000067715	GO:0017158	GO
ENSG00000067715	R-HSA-1643685	Reactome
ENSG00000067715	R-HSA-210500	Reactome
ENSG00000067715	R-HSA-8856828	Reactome
ENSG00000067715	GO:1903861	GO
ENSG00000067715	path:hsa04721	KEGG
ENSG00000067715	R-HSA-112315	Reactome
ENSG00000067715	R-HSA-8856825	Reactome
ENSG00000067715	GO:0007269	GO
ENSG00000067715	R-HSA-181430	Reactome
ENSG00000067715	GO:0016192	GO
ENSG00000067715	R-HSA-168799	Reactome
ENSG00000067715	GO:1903305	GO
ENSG00000067715	R-HSA-112316	Reactome
ENSG00000067715	R-HSA-5250989	Reactome
ENSG00000067715	R-HSA-5663205	Reactome
ENSG00000118503	R-HSA-168256	Reactome
ENSG00000118503	GO:0050728	GO
ENSG00000118503	GO:0034136	GO
ENSG00000118503	R-HSA-5357905	Reactome
ENSG00000118503	R-HSA-75893	Reactome
ENSG00000118503	GO:0034140	GO
ENSG00000118503	GO:0034144	GO
ENSG00000118503	GO:0035871	GO
ENSG00000118503	path:hsa04064	KEGG
ENSG00000118503	R-HSA-73887	Reactome
ENSG00000118503	R-HSA-5688426	Reactome
ENSG00000118503	GO:0010803	GO
ENSG00000118503	GO:0048662	GO
ENSG00000118503	GO:0032703	GO
ENSG00000118503	R-HSA-162582	Reactome
ENSG00000118503	GO:0032720	GO
ENSG00000118503	GO:0090291	GO
ENSG00000118503	path:hsa05162	KEGG
ENSG00000118503	GO:0001922	GO
ENSG00000118503	GO:0045824	GO
ENSG00000118503	GO:0045779	GO
ENSG00000118503	R-HSA-5357786	Reactome
ENSG00000118503	GO:0002634	GO
ENSG00000118503	GO:0035872	GO
ENSG00000118503	GO:0070301	GO
ENSG00000118503	GO:0016579	GO
ENSG00000118503	GO:0032691	GO
ENSG00000118503	GO:0043124	GO
ENSG00000118503	R-HSA-597592	Reactome
ENSG00000118503	R-HSA-5357956	Reactome
ENSG00000118503	R-HSA-936440	Reactome
