GeneNames	Score
ENSG00000168036	0.005609619802875197
ENSG00000146648	0.005295759333870324
ENSG00000141510	0.003752818244921787
ENSG00000100393	0.0024265321040907346
ENSG00000136997	0.0023333812714216827
ENSG00000188612	0.0018986831479018934
ENSG00000173039	0.0018942855468864713
ENSG00000116478	0.0016759756191782457
ENSG00000130726	0.0016359354924992374
ENSG00000156076	0.0015781119597137734
ENSG00000091831	0.0015582737638085544
ENSG00000115414	0.0015445671785041344
ENSG00000142208	0.0014912223832551275
ENSG00000145675	0.0014309280257016582
ENSG00000177885	0.001410996573582782
ENSG00000166949	0.001386316352523603
ENSG00000165029	0.0013708925068906953
ENSG00000100603	0.0013003344766212939
ENSG00000103490	0.001286631970027807
ENSG00000085741	0.0012386477407229763
ENSG00000080824	0.0012174965803119645
ENSG00000162692	0.0012066473343473921
ENSG00000177606	0.0011996642792387671
ENSG00000127191	0.0011611193616388137
ENSG00000001626	0.0011510958393451103
ENSG00000144452	0.0011365147143529398
ENSG00000096401	0.0011336963200165697
ENSG00000197122	0.0011155816388571417
ENSG00000081138	0.0011016020892399558
ENSG00000169083	0.0010840809637790727
ENSG00000141646	0.001075058660580434
ENSG00000005339	0.0010653676935865966
ENSG00000064012	0.001042232583637512
ENSG00000181163	0.0010236472504042934
ENSG00000269335	0.0010211674340569136
ENSG00000116030	0.0010127246578088653
ENSG00000115966	0.0009705454277251637
ENSG00000129521	0.0009533154038562219
ENSG00000004487	0.0009492218218930484
ENSG00000135679	0.0009464330468426733
ENSG00000166913	0.0009443248347350222
ENSG00000094916	0.0009390019326850565
ENSG00000111640	0.0009342009411632703
ENSG00000196591	0.0009279160527941224
ENSG00000133884	0.0009135817222418848
ENSG00000175387	0.0009090245569405686
ENSG00000103275	0.0008898776141757999
ENSG00000175104	0.0008686800296532781
ENSG00000134352	0.000867555538846898
ENSG00000012048	0.0008571036412819087
ENSG00000140009	0.0008501824745169789
ENSG00000182968	0.0008496406011609276
ENSG00000082701	0.0008439700797531894
ENSG00000183421	0.000843708449661293
ENSG00000109320	0.0008436268310901469
ENSG00000112655	0.0008415081494287515
ENSG00000118690	0.0008346307613680313
ENSG00000132155	0.0008338121449272323
ENSG00000166167	0.0008334870888333321
ENSG00000121879	0.0008246172497468276
ENSG00000100030	0.0008225227622776277
ENSG00000232810	0.0008208906857292825
ENSG00000104365	0.0008183077839660928
ENSG00000139687	0.0008176058097857295
ENSG00000046774	0.0008172285245561813
ENSG00000143575	0.0008131155390545695
ENSG00000204967	0.0008116998445479982
ENSG00000170293	0.0008107150594501486
ENSG00000162591	0.0008107150594501486
ENSG00000092758	0.0008107150594501486
ENSG00000166135	0.0008033585778595524
ENSG00000168610	0.0007984030846345652
ENSG00000154764	0.0007876031376116879
ENSG00000213341	0.0007858655829839192
ENSG00000171791	0.0007854009688690097
ENSG00000159692	0.000782535250044366
ENSG00000164924	0.0007749437351537378
ENSG00000163631	0.0007613222438922674
ENSG00000183579	0.00075571350517093
ENSG00000166333	0.0007492804238076189
ENSG00000114251	0.0007425781667934767
ENSG00000067182	0.0007329619524634696
ENSG00000039068	0.0007322871622072234
ENSG00000148400	0.0007259196704835511
ENSG00000169398	0.0007236674706944255
ENSG00000185591	0.0007129253901603038
ENSG00000143799	0.000708743258885645
ENSG00000123374	0.0007086822923081094
ENSG00000134982	0.0007067808463005535
ENSG00000173226	0.0007054522343520412
ENSG00000087586	0.0007043649782329358
ENSG00000147403	0.0007007820422152887
ENSG00000102882	0.0006944653588274178
ENSG00000137275	0.0006908974812351442
ENSG00000096384	0.0006903869197341782
ENSG00000100644	0.0006894151025815493
ENSG00000153187	0.0006843101471084919
ENSG00000147601	0.0006752728883269814
ENSG00000137693	0.0006613813587873665
ENSG00000183207	0.0006613092389985959
ENSG00000157764	0.0006585257918385527
ENSG00000127616	0.0006527481194257407
ENSG00000100345	0.0006460625480870521
ENSG00000141480	0.0006450715157548352
ENSG00000105647	0.0006401456735027936
ENSG00000196924	0.0006323050001201718
ENSG00000131981	0.0006308513132379664
ENSG00000185920	0.0006279960660419097
ENSG00000132646	0.0006225506647953007
ENSG00000038427	0.0006224758349326157
ENSG00000128052	0.0006176278248515475
ENSG00000106799	0.0006102261654184012
ENSG00000167862	0.0006042937579521471
ENSG00000184216	0.0006030281364789895
ENSG00000109971	0.0006010515896905112
ENSG00000132170	0.0006008221606834363
ENSG00000141736	0.0005988711444582882
ENSG00000118137	0.0005950802673905806
ENSG00000136869	0.0005931168372050767
ENSG00000137462	0.000589619942503266
ENSG00000158480	0.0005871157876066695
ENSG00000205937	0.000585942833650638
ENSG00000087245	0.0005858302957945375
ENSG00000076242	0.0005836923978206067
ENSG00000131759	0.0005827159847862732
ENSG00000113558	0.0005793656235947501
ENSG00000167770	0.000572292082379439
ENSG00000065526	0.0005716825749723126
ENSG00000171720	0.0005688955864986536
ENSG00000073282	0.0005685881806155643
ENSG00000062822	0.000566459758534999
ENSG00000142192	0.0005592391850957314
ENSG00000069956	0.0005585723332222249
ENSG00000081059	0.0005558216990659177
ENSG00000105976	0.0005481586589325923
ENSG00000149968	0.0005461838442447961
ENSG00000172531	0.0005443981785944269
ENSG00000103126	0.0005434881697137846
ENSG00000122565	0.0005388514280463958
ENSG00000102119	0.0005355981123620563
ENSG00000165731	0.0005353369713443105
ENSG00000156970	0.0005351899994450258
ENSG00000112062	0.0005342452272795613
ENSG00000124181	0.0005334527066891758
ENSG00000107643	0.0005315310352048656
ENSG00000110395	0.0005301654551429408
ENSG00000168646	0.0005299650102843691
ENSG00000113580	0.0005277976413138586
ENSG00000111711	0.0005271256108516723
ENSG00000198898	0.0005245550483838348
ENSG00000169679	0.0005235679412219117
ENSG00000105568	0.0005228848647192896
ENSG00000168214	0.0005226118160757492
