GeneNames	Score
ENSG00000146648	0.0036678259530154604
ENSG00000141510	0.0032238119264155238
ENSG00000168036	0.0025409755261058924
ENSG00000177885	0.002300290847377225
ENSG00000100393	0.0022256570284195916
ENSG00000116478	0.002150705123132455
ENSG00000136997	0.0020831049499203643
ENSG00000091831	0.002007820552046767
ENSG00000188612	0.001931396263717167
ENSG00000145675	0.0019185903782649111
ENSG00000100603	0.0017889096829554526
ENSG00000132434	0.0016674978208628488
ENSG00000173039	0.0015748211313121655
ENSG00000012048	0.001523943423529068
ENSG00000115414	0.0015029213150154824
ENSG00000142208	0.001494247945760303
ENSG00000177606	0.0014356178205603913
ENSG00000005339	0.0013656185698478216
ENSG00000080824	0.001342008415989884
ENSG00000135679	0.001309468310369509
ENSG00000197122	0.0012665267602818015
ENSG00000127191	0.0012638667382807859
ENSG00000196591	0.00119935986811591
ENSG00000166949	0.0011888342725292261
ENSG00000141736	0.0011705559216636107
ENSG00000123374	0.0011599596620624412
ENSG00000100030	0.0011524058720516037
ENSG00000096401	0.0011188893774807794
ENSG00000166913	0.0010902961307517835
ENSG00000169083	0.0010826691576730225
ENSG00000183579	0.0010271848811777454
ENSG00000116030	0.0010130256668106589
ENSG00000153187	0.0009947127341226388
ENSG00000105976	0.000973115349948602
ENSG00000181163	0.0009543467540700944
ENSG00000068078	0.0009371632150228135
ENSG00000148400	0.0009367033841668252
ENSG00000196781	0.0009339188263496114
ENSG00000164924	0.00093129910040733
ENSG00000168610	0.0009210357043559149
ENSG00000113916	0.0009205596996782488
ENSG00000141738	0.0009189010402639554
ENSG00000179295	0.0009187294369823432
ENSG00000096968	0.0009181325546584756
ENSG00000269335	0.0009135816503201362
ENSG00000100644	0.00091353424789982
ENSG00000163631	0.0009075138342561104
ENSG00000160691	0.0008987936438829985
ENSG00000082898	0.0008921181036592466
ENSG00000175387	0.0008921076551980633
ENSG00000132155	0.0008862382339735214
ENSG00000135829	0.0008861842891143014
ENSG00000102882	0.0008557821342869827
ENSG00000004487	0.000844396778366708
ENSG00000182944	0.0008278666895462714
ENSG00000105647	0.0008238973026041242
ENSG00000149554	0.000821291102679298
ENSG00000139687	0.0008200534971048449
ENSG00000147403	0.0008135170158329098
ENSG00000096384	0.0008103568250960618
ENSG00000170345	0.0008059832402409053
ENSG00000121879	0.0007960717192056967
ENSG00000115415	0.0007948956527667558
ENSG00000077782	0.0007926143365008711
ENSG00000141570	0.0007766895109373113
ENSG00000010810	0.0007730895120710828
ENSG00000112062	0.0007700754015821035
ENSG00000213341	0.0007679727641099703
ENSG00000082701	0.000764313720969575
ENSG00000162692	0.0007639503649058833
ENSG00000185591	0.0007627808511200011
ENSG00000141480	0.000758116795113782
ENSG00000286522	0.000756839340189589
ENSG00000149311	0.000753010924555153
ENSG00000129521	0.0007507053060919444
ENSG00000108424	0.0007484105297193276
ENSG00000132646	0.0007438045841402359
ENSG00000140464	0.0007338959540031715
ENSG00000104365	0.0007337397856904739
ENSG00000175104	0.0007335227291580118
ENSG00000121774	0.0007319590744970175
ENSG00000141646	0.0007277079065247507
ENSG00000115966	0.0007267676920277066
ENSG00000198898	0.0007126361219955717
ENSG00000115904	0.0007108741031960132
ENSG00000161011	0.0007057319479432214
ENSG00000075624	0.0007052076321504164
ENSG00000118260	0.0007047571697412325
ENSG00000166225	0.0007020144324227117
ENSG00000103275	0.0007018425788358986
ENSG00000105568	0.0007018400085720087
ENSG00000130159	0.0006958288350572739
ENSG00000127616	0.0006884957655261705
ENSG00000116560	0.0006842506194842114
ENSG00000036257	0.0006836447442801606
ENSG00000169398	0.0006772481096037242
ENSG00000106462	0.0006690553736779339
ENSG00000188486	0.0006661972458630048
ENSG00000165119	0.0006645238741233878
ENSG00000197299	0.0006614120560659496
ENSG00000172531	0.0006610330036674944
ENSG00000183421	0.0006606080516793077
ENSG00000147162	0.0006561520617208373
ENSG00000186298	0.0006547724596619515
ENSG00000127337	0.000648879552817868
ENSG00000143799	0.0006468475139706072
ENSG00000198793	0.0006415408328477836
ENSG00000170027	0.0006383165672922342
ENSG00000167193	0.000628670977657015
ENSG00000137486	0.0006285122858605613
ENSG00000100345	0.0006194081303934573
ENSG00000124181	0.0006192660428334743
ENSG00000110395	0.0006181851557362163
ENSG00000112081	0.0006146626122495659
ENSG00000099783	0.0006094206747090053
ENSG00000124762	0.0006049173999755616
ENSG00000051180	0.0006044824132887863
ENSG00000141367	0.0006036506355086089
ENSG00000109320	0.0006007468146759427
ENSG00000113575	0.0005999268541550755
ENSG00000113558	0.0005960148518652128
ENSG00000164754	0.0005946847521521425
ENSG00000131759	0.0005930873722474121
ENSG00000097007	0.0005884663017044434
ENSG00000136450	0.0005863277660467534
ENSG00000171720	0.0005847719413266297
ENSG00000141027	0.0005839281057710848
ENSG00000134352	0.0005820549384328207
ENSG00000134371	0.0005815111144336248
ENSG00000196961	0.0005801892001580738
ENSG00000092199	0.0005791876261299154
ENSG00000140009	0.0005782261210001763
ENSG00000101266	0.000573643038921446
ENSG00000120217	0.0005731938034071239
ENSG00000122566	0.0005716192234353916
ENSG00000170581	0.0005587724424554023
ENSG00000065361	0.0005579593934938074
ENSG00000103126	0.000557875579343847
ENSG00000140575	0.0005552086865843789
ENSG00000128513	0.0005550963548274217
ENSG00000066468	0.0005545278215882474
ENSG00000165280	0.0005534467113572838
ENSG00000156970	0.0005525426680081251
ENSG00000102466	0.0005524118730554999
ENSG00000167770	0.0005505891881841469
ENSG00000166226	0.0005501280093560669
ENSG00000011304	0.0005482461057737509
ENSG00000166848	0.0005468099050396974
ENSG00000162434	0.0005463340551440868
ENSG00000094916	0.0005434124251279802
ENSG00000029363	0.0005417821181780751
ENSG00000111679	0.0005403552879432513
ENSG00000135486	0.0005392166509466795
ENSG00000135341	0.0005335784380771965
ENSG00000166167	0.0005318970839762748
ENSG00000160789	0.0005311065073572851
ENSG00000070770	0.0005276301697013103
ENSG00000132383	0.0005240363939442174
ENSG00000160633	0.0005215282320904588
ENSG00000101945	0.0005208552080859891
ENSG00000111642	0.0005201831244336865
ENSG00000136807	0.0005184078165383235
ENSG00000117461	0.0005178102744621592
ENSG00000276536	0.0005154927950924004
ENSG00000168646	0.0005151447135451546
ENSG00000275126	0.0005137925462632924
ENSG00000254087	0.0005137313900636612
ENSG00000071564	0.0005130490017929891
ENSG00000115524	0.0005081796433140875
ENSG00000167862	0.0005072786832126771
ENSG00000102678	0.000505123637399053
ENSG00000172977	0.0005044481724443461
ENSG00000136238	0.0005043791108249347
ENSG00000196876	0.000504168178774882
ENSG00000101412	0.0005035411865082332
ENSG00000213639	0.000502487759396399
ENSG00000196504	0.0004981243229337893
ENSG00000196924	0.0004969869707281507
ENSG00000063244	0.0004966897449453448
ENSG00000157404	0.0004960421603080727
ENSG00000113721	0.0004958774662041424
ENSG00000182872	0.0004949832179195487
