GeneNames	Score
ENSG00000143147	0.005679008407118126
ENSG00000102970	0.004484064258445374
ENSG00000175832	0.004375279137127103
ENSG00000100302	0.0035398451794973877
ENSG00000146648	0.003322175441293107
ENSG00000177885	0.003164683816431369
ENSG00000162692	0.0031027192442584076
ENSG00000121879	0.0030964426157124255
ENSG00000141510	0.0029766121011285235
ENSG00000145675	0.0029505224658130957
ENSG00000163485	0.0027266865762581864
ENSG00000100393	0.002646125641854339
ENSG00000168036	0.002628980492976121
ENSG00000108946	0.002575436528936763
ENSG00000136997	0.002569931624499443
ENSG00000115414	0.0024618388582684923
ENSG00000288516	0.0023669246730229974
ENSG00000132155	0.002302258589013268
ENSG00000142208	0.002294414918154511
ENSG00000100644	0.00215766382175057
ENSG00000142875	0.002099187668475554
ENSG00000080824	0.002079580023053186
ENSG00000173039	0.002039727356580454
ENSG00000173599	0.0018438681058676367
ENSG00000091831	0.0018185080322387637
ENSG00000100030	0.0018015055870027714
ENSG00000276536	0.0017984437382299473
ENSG00000175387	0.001753727361999949
ENSG00000135723	0.0017433253407431618
ENSG00000164400	0.0016720740082328237
ENSG00000269335	0.001667958402047796
ENSG00000166913	0.0016387285156057988
ENSG00000156011	0.0016121072005229838
ENSG00000197122	0.0015445937250827572
ENSG00000116478	0.0014536594780827819
ENSG00000110092	0.0014500276875496973
ENSG00000136237	0.0013939329848750123
ENSG00000168610	0.0013923523287301927
ENSG00000177606	0.0013846390810479904
ENSG00000143171	0.001361839712314106
ENSG00000127191	0.001358748108119677
ENSG00000160691	0.0013477457456492258
ENSG00000132170	0.0013301161205863336
ENSG00000157764	0.001305296168888087
ENSG00000141738	0.0013029955146231884
ENSG00000165409	0.0012951550205724935
ENSG00000100603	0.001287193630147235
ENSG00000065361	0.0012571341918412595
ENSG00000067715	0.0012554932680263044
ENSG00000175104	0.0012413478999960409
ENSG00000166949	0.0012371182769605764
ENSG00000188612	0.001211140446733793
ENSG00000104365	0.0012074516522751525
ENSG00000198793	0.0012048338924370108
ENSG00000187266	0.0011999339989093223
ENSG00000105647	0.0011959284714025131
ENSG00000213281	0.0011940977481700666
ENSG00000164924	0.0011888357844650121
ENSG00000005339	0.001186561733210987
ENSG00000166333	0.0011826905714866463
ENSG00000102882	0.001178000091459336
ENSG00000082701	0.0011731177209901534
ENSG00000213341	0.0011730363879836664
ENSG00000112333	0.0011571977823318519
ENSG00000115904	0.0011515555322130738
ENSG00000171877	0.0011498597621530605
ENSG00000156299	0.001136345232859374
ENSG00000124181	0.0011259232963943182
ENSG00000096968	0.0011245426536369003
ENSG00000169032	0.0011059189024051521
ENSG00000179295	0.001093430287169516
ENSG00000140575	0.0010678163239841105
ENSG00000158485	0.0010560469274876882
ENSG00000174791	0.0010485184861673852
ENSG00000120885	0.0010361054493000861
ENSG00000105976	0.001034303612642423
ENSG00000086061	0.0010294414056544181
ENSG00000109320	0.001012825020212473
ENSG00000112062	0.00099189078130768
ENSG00000141480	0.0009811629588006583
ENSG00000096401	0.0009749929164737624
ENSG00000139687	0.0009727982671930047
ENSG00000102962	0.0009514129346770861
ENSG00000171552	0.0009486800704458517
ENSG00000232810	0.0009399722885447959
ENSG00000110395	0.0009394168335109149
ENSG00000135679	0.0009341963585396761
ENSG00000165731	0.0009310355564157547
ENSG00000067182	0.0009305294622201268
ENSG00000096384	0.0009272299368991999
ENSG00000154734	0.0009233043844625161
ENSG00000173692	0.0009218992533062295
ENSG00000141736	0.0009151268714510091
ENSG00000164362	0.0009029081088036732
ENSG00000169083	0.0008999482472869355
ENSG00000103197	0.0008953099463428945
ENSG00000281324	0.0008943719653204327
ENSG00000171862	0.0008908682283886321
ENSG00000118046	0.0008877650924337723
ENSG00000088387	0.0008874220390299555
ENSG00000196591	0.0008849421476246211
ENSG00000196924	0.0008762164608243752
ENSG00000159216	0.0008746646493297446
ENSG00000136244	0.0008635265247503492
ENSG00000115966	0.0008570611187949543
ENSG00000162434	0.0008568026558298541
ENSG00000135318	0.0008541082992573923
ENSG00000174950	0.000851745602474659
ENSG00000163631	0.0008398005165512125
ENSG00000135740	0.0008392497046227498
ENSG00000124762	0.0008352468352724339
ENSG00000113721	0.0008342569832737166
ENSG00000150093	0.0008324673227317526
ENSG00000170345	0.0008303862578715391
ENSG00000148400	0.0008286338419087863
ENSG00000123374	0.0008249279913357219
ENSG00000136238	0.0008237422184473963
ENSG00000070831	0.0008138863253665344
ENSG00000116473	0.0008107558671556757
ENSG00000188379	0.0008014950974239855
ENSG00000147873	0.0007989655037374145
ENSG00000092148	0.0007988699773966901
ENSG00000114353	0.000794284348610007
ENSG00000117461	0.0007919879615662838
ENSG00000171791	0.000791329957648308
ENSG00000010810	0.000783132483998573
ENSG00000152284	0.000777281447143628
ENSG00000100697	0.0007769505297594535
ENSG00000131095	0.0007748358824265105
ENSG00000183421	0.0007681835866500834
ENSG00000036257	0.0007665082170980277
ENSG00000047410	0.0007560058218059757
ENSG00000180530	0.000748165795492558
ENSG00000143549	0.0007405876313261895
ENSG00000004487	0.0007352152021350595
ENSG00000068078	0.0007330093127461296
ENSG00000107643	0.0007266473917738684
ENSG00000170027	0.0007265412957555023
ENSG00000148334	0.0007231880787035743
ENSG00000135341	0.0007192014835248916
ENSG00000141867	0.0007130555584347466
ENSG00000088986	0.0007126296409672788
ENSG00000118260	0.0007118328512401857
ENSG00000158186	0.0007055758128837057
ENSG00000175793	0.00070450456269098
ENSG00000116062	0.0007042710875544093
ENSG00000137486	0.0007015631742792643
ENSG00000169398	0.0007011366379049644
ENSG00000133703	0.000690013573110105
ENSG00000162337	0.0006882425577802026
ENSG00000116030	0.0006858181657742975
ENSG00000100345	0.0006850699488709241
ENSG00000130427	0.0006850065573858366
ENSG00000161682	0.0006816120530957581
ENSG00000005884	0.0006791110049301094
ENSG00000197461	0.0006780783936711461
ENSG00000106366	0.0006733510752117856
ENSG00000115415	0.0006731218714806966
ENSG00000012048	0.0006717241254018557
ENSG00000139193	0.0006551911305600058
ENSG00000064012	0.0006532764368292416
ENSG00000123358	0.0006526021743177851
ENSG00000172531	0.0006510127035150762
ENSG00000076864	0.0006456659947452508
ENSG00000137275	0.0006399724849125611
ENSG00000147403	0.0006340494202251631
ENSG00000167193	0.0006339829851103075
ENSG00000129521	0.0006339799564728394
ENSG00000141367	0.0006304004732000615
ENSG00000196923	0.0006272330553958972
ENSG00000100906	0.0006267422849888802
ENSG00000126934	0.0006258483152965471
ENSG00000105568	0.0006250978107557686
ENSG00000113558	0.0006156651080048714
ENSG00000172936	0.0006148456424087863
ENSG00000113575	0.0006134897052369291
ENSG00000125726	0.0006071371399295274
ENSG00000109971	0.0006068651637384082
ENSG00000169252	0.0006044571988200933
ENSG00000077782	0.0006042720217740639
ENSG00000254087	0.0006036316685421761
ENSG00000166167	0.0006019273069542645
ENSG00000137693	0.0005974366591732606
ENSG00000165156	0.000592728150791425
ENSG00000161011	0.0005915081565207765
ENSG00000167004	0.0005896868513097784
